,Referee R0 G0 - Professor,Referee R1 G0 - PhD-Student,Referee R2 G0 - Researcher,Referee R3 G0 - Researcher,Referee R4 G0 - Professor,Referee R5 G0 - Researcher,Referee R6 G0 - Professor,Referee R7 G0 - Professor,Referee R8 G0 - Researcher,Referee R9 G0 - Researcher,Referee R10 G0 - PhD-Student,Referee R11 G0 - Professor,Referee R12 G0 - Researcher,Referee R13 G0 - PhD-Student,Referee R14 G0 - Professor,Referee R15 G0 - PhD-Student,Referee R16 G0 - Researcher,Referee R17 G0 - Professor,Referee R18 G0 - Researcher,Referee R19 G0 - Researcher,Referee R20 G1 - Researcher,Referee R21 G1 - PhD-Student,Referee R22 G1 - Professor,Referee R23 G1 - PhD-Student,Referee R24 G1 - Researcher,Referee R25 G1 - PhD-Student,Referee R26 G1 - Professor,Referee R27 G1 - Professor,Referee R28 G1 - PhD-Student,Referee R29 G1 - Professor,Referee R30 G1 - Professor,Referee R31 G1 - PhD-Student,Referee R32 G1 - Researcher,Referee R33 G1 - Professor,Referee R34 G1 - Professor,Referee R35 G1 - Researcher,Referee R36 G1 - PhD-Student,Referee R37 G1 - Researcher,Referee R38 G1 - PhD-Student,Referee R39 G1 - Researcher,Referee R40 G2 - PhD-Student,Referee R41 G2 - PhD-Student,Referee R42 G2 - Professor,Referee R43 G2 - Researcher,Referee R44 G2 - PhD-Student,Referee R45 G2 - Professor,Referee R46 G2 - Professor,Referee R47 G2 - Professor,Referee R48 G2 - PhD-Student,Referee R49 G2 - PhD-Student,Referee R50 G2 - PhD-Student,Referee R51 G2 - Researcher,Referee R52 G2 - PhD-Student,Referee R53 G2 - PhD-Student,Referee R54 G2 - Professor,Referee R55 G2 - Researcher,Referee R56 G2 - Researcher,Referee R57 G2 - Researcher,Referee R58 G2 - PhD-Student,Referee R59 G2 - Researcher,Referee R60 G3 - PhD-Student,Referee R61 G3 - Professor,Referee R62 G3 - PhD-Student,Referee R63 G3 - Professor,Referee R64 G3 - Professor,Referee R65 G3 - PhD-Student,Referee R66 G3 - PhD-Student,Referee R67 G3 - Researcher,Referee R68 G3 - Professor,Referee R69 G3 - PhD-Student,Referee R70 G3 - Researcher,Referee R71 G3 - PhD-Student,Referee R72 G3 - Researcher,Referee R73 G3 - Researcher,Referee R74 G3 - Professor,Referee R75 G3 - PhD-Student,Referee R76 G3 - Researcher,Referee R77 G3 - PhD-Student,Referee R78 G3 - Researcher,Referee R79 G3 - PhD-Student,Referee R80 G4 - PhD-Student,Referee R81 G4 - PhD-Student,Referee R82 G4 - Professor,Referee R83 G4 - Researcher,Referee R84 G4 - Professor,Referee R85 G4 - Researcher,Referee R86 G4 - Researcher,Referee R87 G4 - PhD-Student,Referee R88 G4 - Professor,Referee R89 G4 - Researcher,Referee R90 G4 - Researcher,Referee R91 G4 - Researcher,Referee R92 G4 - Researcher,Referee R93 G4 - PhD-Student,Referee R94 G4 - PhD-Student,Referee R95 G4 - Professor,Referee R96 G4 - Professor,Referee R97 G4 - Researcher,Referee R98 G4 - Professor,Referee R99 G4 - PhD-Student
Student S50 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S51 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S52 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S53 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Student S54 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S55 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S56 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S57 G1 - Master-Student,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S58 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S59 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S60 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S61 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S62 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S63 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S64 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S65 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S66 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S67 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S68 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S69 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S70 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S71 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S72 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S73 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S74 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S75 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S76 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S77 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S78 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S79 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S80 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S81 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S82 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S83 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S84 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S85 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S86 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S87 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S88 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S89 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S90 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S91 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S92 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S93 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S94 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S95 G1 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S96 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S97 G1 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S98 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S99 G1 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S100 G2 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S101 G2 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S102 G2 - PhD-Student,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S103 G2 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S104 G2 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S105 G2 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S106 G2 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,False
